text_id	sent_id	sent	start	end
32040	1	Были в нем два раза.	43	63
32040	2	Оба раза остались довольны.	64	91
32040	3	Уютный интерьер в итальянском стиле, вежливые и внимательные девушки официанты, приятная музыка без бум-бумов.	92	202
32040	4	Кухня – не плохая, хотя, некоторые блюда, были приготовлены не по правилам.	203	278
32040	5	А что самое главное - не много людей.	279	316
32040	6	Оба раза, когда мы были в ресторане, параллельно с нами было занято лишь 2-3 столика.	317	402
32040	7	Ресторан хорошо подходит для романтического ужина.	403	453
32040	8	По цене: ужин на двоих обходится где-то 2000р	454	499
32206	0	"Как только с больших окон ""Асахи"" сняли глухие шторы (больше года назад), место это перестало слыть дорогим, невкусным и пафосным."	0	130
32206	1	"Два этажа, очень спокойный, но стильный интерьер, само место неожиданно располагает к тому, чтобы провести там время за разговором, а ""заодно"" и поесть."	131	283
32206	2	Так как от дома идти недалеко, облюбовали ресторан для семейных бесед: здесь слышно собеседника, даже когда полный зал посетителей.	284	415
32206	3	Обслуживание на уровне.	416	439
32206	4	И встречают, и провожают (без страшных криков на японском:)), и заказ повторят, и очередность блюд соблюдают, и пепельницу меняют без дополнительной просьбы.	440	597
32206	5	"В меню, кроме японской кухни, есть один раздел с ""авторской"" европейской, хотя готовят эти блюда значительно дольше японских."	598	723
32206	6	Суши в Асахи так себе, но их можно и не заказывать - есть отличные роллы, в любой по вашему желанию добавят сыр Филадельфия, кроме того, есть роллы без риса;	724	881
32206	7	неплохие сашими, замечательные легкие салаты (с лососем, крабом, тунцом), порции салатов большие, из горячего - душевный лосось терияки.	882	1018
32206	8	Из всех японских заведений в районе Московская-Электросила здесь самый вкусный крабовый суп.	1019	1111
32206	9	До 18 часов две суши по цене одной, плюс бесплатно доставляют еду домой.	1112	1184
32206	10	В общем, приличное место, можно рекомендовать как для переговоров, так и для романтической встречи.	1185	1284
32206	11	Бываю здесь минимум раз в неделю.	1285	1318
32442	0	Отмечали свадьбу в ресторане «Кирочный Двор».	0	45
32442	1	Хотелось бы сказать огромное спасибо всем сотрудникам данного заведения.	46	118
32442	2	Гостей вместе с нами было 47 человек, в зале было свободно и места для танцев, о котором я очень переживала, было предостаточно.	119	247
32442	3	Администраторы помогли нам с оформлением зала и поиском ведущих (за которых тоже большое спасибо).	248	346
32442	4	Меню выбрали на 1800, алкоголь нам разрешили привезти свой.	347	406
32442	5	Все было очень вкусно, широкий выбор блюд, большие порции, а главное гости были сыты и довольны.	407	503
32442	6	В общем, все прошло на 5+.	504	530
32442	7	Обязательно будем рекомендовать вас всем знакомым.	531	581
32442	8	Еще раз спасибо!	582	598
32442	9	Анна и Иван	599	610
32856	0	Сегодня мы всей семьей посетили ресторан Марчеллис.	0	51
32856	1	Были впервые, остались довольны, кухня и обслуживание превзошли наши ожидание, не везде встречают так, как будто мы пришли в гости к друзьям)))) Пришли покушать около 16 часов, народу полный зал, стол не заказывали, поэтому пришлось сесть очень близко к двери, но так как у нас маленькие дети, переживали что детей продует.	52	375
32856	2	Девушка-администратор вошла в положение, и моментально решила вопрос (уже через пару минут мы расположились в центре зала на мягких диванах) и тут же сама приняла заказ.	376	545
32856	3	Обстановка в ресторане вообще очень приятная и домашняя, грязные тарелки исчезали со стола незаметно, весь персонал приятные и улыбчивые ребята.	546	690
32856	4	По кухне: очень понравился палтус со шпинатом, такого нежного палтуса мы нигде не встречали, впечатлил салат из запеченых овощей)) в основном все порадовало, ушли довольные и сытые.	691	872
32856	5	А еще, мы не стали заказывать десерты, т.	873	914
32856	6	к. наш ужин получился довольно сытным, но, приятно удивились, когда нас угостили вкусняшками в маленьких рюмочках, (по-моему панакота).	915	1050
32856	7	Теперь мы частые гости в этом заведении, все семейные праздники будем отмечать в Марчеллисе.	1051	1143
32856	8	Ребята, так держать, спасибо большое.	1144	1181
32856	9	P. S.: не могу не отметить трепетного отношения к детям в этом ресторане, моим малышам там настолько понравилось, еле увели домой))))	1182	1315
32926	0	Праздновали свадьбу 01.11.13.	0	29
32926	1	в ресторане Гламур.	30	49
32926	2	Хочу выразить огромную благодарность этому ресторана за самый лучший и важный день в моей жизни.	50	146
32926	3	В первую очередь хочу поблагодарить администратора Наталью, за отличное и преданное отношение к своему делу.	147	255
32926	4	При встрече всегда дружелюбна, выслушала все наши пожелания и дала хорошие советы, как было бы еще лучше.	256	361
32926	5	Еще порадовало что можно заказать в ресторане все что вы хотите.	362	426
32926	6	Мы заказывали шоколадный фонтан и цветочный композиции.	427	482
32926	7	Шоколадный фонтан просто сказка, очень вкусный и красивый.	483	541
32926	8	Про зал могу сказать что он очень красивый и уютный, очень понравился интерьер.	542	621
32926	9	Отдельное спасибо шеф-повару этого ресторана за прекрасный и красивый стол.	622	697
32926	10	Все было очень вкусно и красиво оформлено.	698	740
32926	11	Официанты дружелюбные и улыбчивые.	741	775
32926	12	Все делали во время и не навязчиво.	776	811
32926	13	А еще мы получили подарок очень миленький и вкусный тортик.	812	871
32926	14	Ведущего приглашали своего, так как договорились с ним уже до выбора ресторана.	872	951
32926	15	Все гости остались очень довольны от проведенного вечера.	952	1009
32926	16	Нам все очень понравилось, спасибо вам огромное за превосходный праздник.	1010	1083
32926	17	Будем Вас рекомендовать всем своим друзьям и знакомым.	1084	1138
32926	18	Успехов Вам и процветания.	1139	1165
32926	19	С уважением Мария и Константин.	1166	1197
33252	0	18 октября отмечал день рожденья в Паберти.	0	43
33252	1	Заказывал банкет на 15 человек.	44	75
33252	2	Выбрали именно этот ресторан , прежде всего, из-за его пивоварни, ну и, как оказалось, у друга была дисконтная карта этого заведения :) Пиво здесь действительно оказалось обалденным, просто выше всех похвал!	76	283
33252	3	Первый раз попробовал свежесваренное пиво, теперь, наверное, никогда больше не смогу пить обычное разливное, а бутылочное - так тем более :)) кухня нас тоже очень порадовала!	284	458
33252	4	Заказал много всего – и закуски, и горячее…	459	502
33252	5	даже не могу что-то выделить особенно .	503	542
33252	6	все оказалось очень вкусным.	543	571
33252	7	Наш стол обслуживали сразу несколько официантов, так что все блюда и напитки выносились очень оперативно, грязная посуда и пепельницы тоже исчезали со стола молниеносно и заменялись на чистое.	572	764
33252	8	Молодцы, ребята, за такое обслуживание не жалко и чаевые оставлять.	765	832
33252	9	Развлекательная программа ресторана тоже понравилась, не только попили – поели, но и потанцевать удалось, короче, было весело :) Подведу итог: днюха прошла на Ура, я и мои друзья остались безумно довольны, за это огромное спасибо всему персоналу Паберти!	833	1087
33520	0	В пятницу отмечали свадьбу в этом ресторане.	0	44
33520	1	Т. к. гостей было немного, то просто заказали столик.	45	98
33520	2	Отлично провели время.	99	121
33520	3	Хорошая кухня и обслуживание, приятная атмосфера.	122	171
33520	4	Очень порадовал подарок от шеф-повара для молодых.	172	222
33520	5	Спасибо вам большое!	223	243
33520	6	Всем советую сходить туда, цены приемлемые.	244	287
33520	7	А вечером в пятницу и в субботу танцевальное шоу и живая музыка.	287	351
33524	0	Это место знаю довольно давно, наверно года два.	0	48
33524	1	И до сих пор это место лучшее для меня.	49	88
33524	2	Всегда если речь заходит о мясе, я обязательно упомяну Абажур.	89	151
33524	3	Мясо превосходно, и в голове даже не возникает мыслей о другом заведении если я хочу покушать мяса.	152	251
33524	4	Но даже с отличной кухней, я бы не вернулся туда, если бы общение официанта с посетителем не было таким душевным.	252	365
33524	5	Официанты знают чётко своё дело, расскажут о всех блюдах, дадут совет, что выбрать, не тупят если спросить состав блюда.	366	486
33524	6	Ну и главное для меня, просто приятные люди, спасибо вам ребята.	487	551
33524	7	И именно из за человеческого отношения официантов, я рад просто зайти на чашку кофе в свободное время.	552	654
33524	8	Кухней доволен всей, действительно мне нравится всё, не даром я до сих пор считаю это место лучшим для себя.	655	763
33524	9	Но выделю из меню утку!	764	787
33524	10	Вы обязаны попробовать, это нечеловечески вкусно!(был бы рад увидеть повара и поблагодарить) Ну и конечно возьмите чашечку кофе.	788	916
33524	11	Интерьер приятный, освещение мягкое, места удобные, музыка подобранна хорошо)	917	994
33524	12	Что тут ещё добавишь, я люблю Абажур))	995	1033
33538	0	"Огромное спасибо ресторану ""Империя"" за чудесный ужин!"	0	54
33538	1	Все было на высоте: интерьер ресторана интересный,причем в жизни выглядит еще лучше,чем на фото (много скульптур,интересные лампы,большие мягкие диваны), вежливые и быстрые официанты, спокойная музыка (после 20:00 живое выступление - было интересно послушать), и конечно же - очень вкусная еда!	55	349
33538	2	Особенно хотелось бы отметить стейки (они выше всяких похвал) и десерт (мы пробовали Альмонд -готовится в самом ресторане,неописуемо вкусно)!	350	491
33538	3	"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"	492	728
33538	4	Мы провели отличный пятничный вечер!	729	765
33538	5	Обязательно посетим вас еще!	766	794
33591	0	Отличное кафе!!!!	0	17
33591	1	Отмечала в нем свой день рождения с друзьями.	18	63
33591	2	Все было замечательно - вкусная и обильная еда, большие блюда, обстановка, вежливая администратор Александра.	64	173
33591	3	Небольшое уютное кафе.	174	196
33591	4	Очень низкие цены (и это с учетом того, что место находится на Невском проспекте).	197	279
33591	5	Я уже не первый раз сюда хожу и всегда очень довольна.	280	334
33591	6	Очень вкусные хачапури с сыром, вкусный лосось (кусок очень большой и сытный).	335	413
33591	7	И много другой вкусной еды.	414	441
33591	8	У меня все друзья решили сюда прийти еще не раз.	442	490
33591	9	Если говорить о минусах: Минус, пожалуй, один: Внизу не очень красивый антураж.	491	570
33591	10	ПО крайней мере, мне не очень нравится.	571	610
33591	11	Но, наверное, это на любителя.	611	641
33591	12	На верхнем этаже все супер!!!!	642	672
33591	13	НО зато внизу можно попеть караоке!	673	708
33591	14	Есть ооочень вкусный кальян.	709	737
33591	15	В общем, порекомендую это место всем тем, кто хочет вкусно, сытно и не очень дорого отметить какой-нибудь праздник или просто посидеть вдвоем в уютной обстановке.	738	900
33591	16	Очень-очень довольна!!!!	901	925
33598	0	Уже во второй раз отмечали день рождения в Палкине.	0	51
33598	1	Без предварительной резервации столика (думали, что свободный столик обязательно будет).	52	140
33598	2	Поднялись в ресторан, свободные столики были, но их было мало.	141	203
33598	3	Встретили радушно, большой букет поставили в большую вазу.	204	262
33598	4	Помогли сесть за стол.	263	285
33598	5	"Предложили хлеб на выбор ( в дальнейшем за вечер неоднократно подходил молодой человек и предлагал хлеб ""какой желаете"") и три вида масла."	286	424
33598	6	Вечер в ресторане Палкин прошел в изысканной обстановке, созданной вежливым и внимательным персоналом.	425	527
33598	7	Обслуживали аккуратно и незаметно, хотя гостей как наших так и иностранцев было много.	528	614
33598	8	Блюда за наш стол подавались гостям одновременно.	615	664
33598	9	Комплименты от шеф-повара, салаты, закуски, горячие блюда оригинальны и великолепны.	665	749
33598	10	А какое шоу нам показали двое молодых людей, занятых приготовлением заказанного десерта, прямо в зале перед нашим столиком.	750	873
33598	11	Большое спасибо персоналу ресторана за прекрасный вечер.	874	930
33693	0	Приятный итальянский ресторанчик без претензий.	0	47
33693	1	Из минусов по обслуживанию только то, что долго ждали официанта с меню.	48	119
33693	2	Интерьер простой как внутри, так и снаружи.	120	163
33693	3	Из блюд заказывали томатный суп, ризотто с белыми грибами, пасту с креветками и Цезарь.	164	251
33693	4	Порции достаточно большие; все было вкусно, а вот Цезарь с курицей очень расстроил, соус был невкусный с рыбным запахом.	252	372
33693	5	Хорошее место для вкусной трапезы итальянской кухни по умеренной цене.	373	443
33798	0	Живу недалеко от этого ресторана.	0	33
33798	1	Часто приходим сюда с семьей или друзьями, потому что здесь всегда можно вкусно поесть и приятно провести вечер.	34	146
33798	2	Очень разнообразное меню, до сих пор всё не перепробовали.	147	205
33798	3	Очень радует, что есть японская и итальянская кухни.	206	258
33798	4	Подходит для всех)	259	277
33798	5	Паста и суши всегда на отлично!	278	309
33798	6	Очень нравится блюда на гриле.	310	340
33798	7	В общем, к еде никаих претензий.	341	373
33798	8	Сам интерьер спокойный и приятный.	374	408
33798	9	Официанты внимательные, но ненавящивые.	409	448
33798	10	С удовольствием посещаем этот ресторан)))	449	490
33816	0	Праздновали здесь юбилей подруги.	0	33
33816	1	Довольны очень!	34	49
33816	2	Великолепный вид на залив из окна, сине-белый интерьер зала создают ощущение уюта и чистоты.	50	142
33816	3	Прекрасная атмосфера, уютно и тепло (в том числе на душе!), отличное обслуживание Что касается кухни - вкусно.	143	253
33816	4	Очень!	254	260
33816	5	Соотношение цена/качество разумное.	261	296
33816	6	Живая музыка порадовала, девушка-певица понравилась очень.	297	355
33816	7	И потанцевали с удовольствием, и просто послушали.	356	406
33816	8	Замечательно провели время, обязательно будем заходить и без повода.	407	475
33816	9	Спасибо.	476	484
33912	0	Добрый день!	0	12
33912	1	"Были с подружкой еще две недели назад в ресторане ""Оливье"", вот только сейчас решила написать отзыв."	13	113
33912	2	Поэтому воспоминания немного притупились, но все таки поделиться впечатлениями очень захотелось!))	114	212
33912	3	Пришли мы туда в пятницу вечером и как ни странно, народу было совсем немного, что в принципе нас порадовала, так как без проблем смогли выбрать любой понравившийся нам столик.	213	389
33912	4	На входе встретил приветливый официант, сразу проводил до столика, даже успели с ним обменяться парочкой шуточек) Милый интерьер, очень даже располагает к приятным беседам и хорошему времяпрепровождению!	390	593
33912	5	Теперь о самом приятном, о еде..)Было вкусно, очень по домашнему и знаете, можно даже сказать приготовлено с любовью))	594	712
33912	6	Мы заказали котлетки из телятины с пюре, хачапури и два бокала белого вина.	713	788
33912	7	"Котлетки нежнейшие, пюре вкусное, но было чуть теплое, хачапури превзошло все ожидания, съели за две минуты)))Вообщем мы остались очень довольны, думаю что обязательно приду туда еще попробовать салатик ""Оливье""))"	789	1002
34045	0	Являюсь постоянным гостем данного кафе.	0	39
34045	1	Недавно в нем сделали ремонт и теперь там светло и уютно.	40	97
34045	2	Кухня очень нравится, часто ходим туда с друзьями и там же отмечаем праздники (н-р день рождения).	98	196
34045	3	Обслуживание на высоком уровне, персонал работает очень хорошо и всегда внимателен к гостям.	197	289
34045	4	Рекомендую это кафе как для тех, кто просто хочет попить кофе в спокойной обстановке, так и для тех, кто хочет отметить день рождения или какой-то другой праздник.	290	453
34196	0	Бронировали столик в прошлые выходные (30.08.14), небольшой компанией.	0	70
34196	1	Хотели новых впечатлений, и, хочу сказать, что получили мы их с полна!!	71	142
34196	2	Нас обслуживал Шеф-повар ресторана (у него красная повязка, у остальных - желтая).	143	225
34196	3	Приятный мужчина, несмотря на то, что он не понимал по русски- мы нашли общий язык).	226	310
34196	4	Очень виртуозно, а главное вкусно он готовил нам деликатесные блюда.	311	379
34196	5	В большим интересом наблюдали за профессионалом своего дела.	380	440
34196	6	Честно говоря, приготовленные блюда по вкусу чень похожи на блюда в ресторанах Тайланда, хотя мясной стейк немного не удался.	441	566
34196	7	При бронировании столика администратор нас предупредила, что кроме пива, алкогольная продукция у них не продается, но возможно принести с собой, немного доплатив.	567	729
34196	8	Приятный, не напрягающий внешний вид зала, уютно и ненавязчиво.	730	793
34196	9	Отдельное спасибо официантке Оксане- практически от нас не отходила.	794	862
34196	10	Очень огорчили посетители VIP-зала (стыдно за наших): В зале есть небольшой аквариум, в котором плавает довольно крупная рыба, так вот один мужчина, видимо немного выпив- от этой рыбы ни как не мог отстать, ну её богу, как будто в зоопарк пришел!	863	1109
34196	11	В общем- всё очень понравилось, процветания Вам!	1110	1158
34196	12	С удовольствием придем к Вам снова!	1159	1194
34232	0	Вывод напишу сразу: дружелюбно, вкусно и приятно.	0	49
34232	1	В субботу вечером свободных мест было достаточно, чтобы выбрать понравившееся.	50	128
34232	2	Есть и удобные диванчики и круглый стол для большой компании.	129	190
34232	3	Официант-бармен - изюминка этого заведения))	191	235
34232	4	Заказ приняли быстро, принесли тоже.	236	272
34232	5	Лимонад, потом салат, потом стейк, потом кофе.	273	319
34232	6	Все своевременно, сидеть над пустой тарелкой не пришлось.	320	377
34232	7	Еда вкусная, замечаний нет.	378	405
34232	8	Стейк был именно стейком, а не куском жаренного мяса.	406	459
34232	9	Хорошие приборы, новая посуда, позитивный интерьер.	460	511
34232	10	Там хочется посидеть подольше.	512	542
34232	11	Чек был на 860 руб. имхо это даже дешево!	543	584
34232	12	Кофе был в подарок!	585	604
34232	13	Давненько я не покидала заведение такой довольной.	605	655
34232	14	За десертом я туда точно вернусь, приходите и Вы, настоятельно рекомендую!	656	730
34307	0	Недавно пришли компанией, давно не были в этом заведении и лучше бы не приходили!!!!	0	84
34307	1	Была пятница, людей в зале под завязку, сели за единственный свободный стол, так столы стоят настолько близко, что выйти из- за него невозможно((( но это не самое страшное......	85	262
34307	2	Очень долго несут заказ либо вобще про тебя забывают, все время приходят и переспрашивают( ну если у тебя плохая память- возьми бумагу и записывай) .	263	412
34307	3	Мы брали горячее, салатики, пиво и закуски к пиву, которые так и не дождались, хотя по прошествии часа 1 раз даже напомнили, чего мы делать не должны в принципе.	413	574
34307	4	Но вот в счет их ВКЛЮЧИТЬ они не забыли!!!!	575	618
34307	5	Салаты раньше были вкуснее.	619	646
34307	6	Еду приносят черти как, во- первых без приборов, все время нужно напоминать, во вторых, по времени ужасно,1 из нас уже час как поел, а второму еще даже готовить видимо не начали.	647	825
34307	7	Официанта то не дождешься, то еще доесть не успел, уже тарелку забирают.	825	897
34307	8	В зале стоит галдеж, музыку вобще не слышно.	898	942
34307	9	В это заведение мы раньше ходили с удовольствием, что случилось- непонятно.	943	1018
34307	10	Больше ни ногой!!!!	1019	1038
34307	11	Цены пивного ресторана, а обслуживание дешевой привокзальной пивнушки(((((((	1039	1115
34334	0	Хотим выразить вам огромную благодарность!!!!17 июля отмечали у вас свадьбу в новом зале на Галерной!!!Все ,ну очень довольны!!!Большой,красивый зал, вежливые официанты, вкусная еда, никаких конфликтов и возражений со стороны персонала!!!	0	238
34334	1	Очень быстро решили забронировать ваш ресторан!Места много,меню хорошее, а зал украшать вообще не нужно!Когда в других ресторанах нужно потратить кучу денег,чтобы закрыть жуткие стены и сделать подобие праздника!)	239	452
34334	2	Здорово,что у вас своя кондитерская,цены те же,а торт был наивкуснейший!!!Да и не нужно где-то заказывать, переживать за доставку, за то,что торт по дороге развалится!	453	620
34334	3	Официанты очень внимательные и доброжелательные!!подходили,спрашивали,все ли хорошо, что лучше принести, на столе не было пустых бутылок и грязных салфеток!Все было просто супер!!!	621	801
34334	4	После праздника осталась куча еды и алкоголя!Персонал все собрал и отдал нам,вплоть до наших начатых бутылок вина!В обычных ресторанах с таким редко столкнешься!	802	963
34334	5	Отдельное спасибо Валентине!!!Очень помогла с меню и свадебным тортом!Да и вообще, расскажет ,что и как лучше сделать, учтет все предпочтения!Ни за что не переживали ни до свадьбы,ни в день свадьбы!	964	1162
34334	6	Побольше вам благодарных клиентов!!!!Это,действительно,место,в котором стоит отмечать свадьбы!!!Ура-ура-ура!!!	1163	1273
34334	7	С наилучшими пожеланиями, Андрей и Екатерина Малашок!!!	1274	1329
34402	0	У Уже давно знаю это место, почти 2 года - всегда ходил сюда по праздникам, если оказывался рядом с ЦПКиО. За последнее время здесь многое успело измениться - раньше это был просто спокойный ресторанчик хорошей французской кухни , сейчас они стали активнее.	0	257
34402	1	Мы попробовали отпраздновать день рождения нашей дочери.	258	314
34402	2	Для нас конечно дороговато, но мне всегда нравилось атмосфера этого места и вкусная кухня.	315	405
34402	3	Здесь для детей есть свое меню, комната и возможность устроить хорошую веселую программу.	406	495
34402	4	Аниматоры были отличными и устроили детям настоящий праздник.	496	557
34402	5	Получилось очень хорошо.	558	582
34402	6	Еще из моих личных преимуществ - прекрасный выбор вина.	583	638
34402	7	Мне давно пора было сказать им большое спасибо.	639	686
34402	8	Ценник повыше среднего.	687	710
34710	0	Удивляюсь отзывам про хорошее обслуживание.	0	43
34710	1	Были 4 раза из них только 1 раз нормально обслужили: 1 раз не дали меню, очень долго несли напитки; 2 раз не принесли салат, но в счет включили; 3 раз вообще эпик фейл - хамское и небрежное отношение официантов...	44	257
34710	2	"Меню на столе нет при этом официантка подходит и спрашивает: ""Что вы выбрали?"""	258	336
34710	3	Из чего?	337	345
34710	4	После этого нам дали меню ланча (обычное меню видимо только одно на весь ресторан).	346	429
34710	5	После этого официантка удалилась и больше к столу не подходила прождав минут 10, позвали другую.	430	526
34710	6	Через 3 мин приняла заказ.	527	553
34710	7	Вместо заказанного супа принесла другой, через 2 мин.	554	607
34710	8	поменяла.	608	617
34710	9	Напитки принесла только после десерта (после просьбы принести напитки!!!!).	618	693
34710	10	Ужасно одним словом!	694	714
34710	11	Да кухня отличная, кеталонский крем чудо.	715	756
34710	12	Но где берут таких официантов???	757	789
34710	13	Честно, неприятное впечатление, думала все изменилось, ан нет=(	790	853
34889	0	Гуляли в центре с сестрой, измывали от жары в эти прекрасные редкие теплые деньки...	0	84
34889	1	Нагуляли аппетит, решили зайти в ресторанчик пообедать.	85	140
34889	2	Давно собиралась посетить ресторан Кухню, а тут и недалеко оказались.	141	210
34889	3	Уже на пороге почувствовав легкую прохладу кондиционера и услышав приятную музыку, поняли, что сделали правильный выбор!	211	331
34889	4	Девушки администраторы вежливые и приятные, уютная атмосфера, ненавящево стильный интерьер, удобные столики, чисто и со вкусом.	332	459
34889	5	Меню.	460	465
34889	6	Разнообразие блюд, официанты компетентные, назовут ингредиенты, посоветуют что- то в соответствии с вашими предпочтениями в еде.	466	594
34889	7	Пообедали замечательно, быстро, сытно и что самое главное- очень вкусно!	595	667
34889	8	Потрясающие десерты, я как настоящий ценитель сладкого, ставлю самую высокую оценку.	668	752
34889	9	На самом деле можно много расхваливать, но, наверное, каждому стоит самому оценить.	753	836
34889	10	Могу смело рекомендовать это место тем, кто хотел бы ты посидеть в приятной атомосфере и получить удовольствие от хороших и качественно приготовленных блюд!	837	993
34889	11	Найти минусы всегда можно в любом месте, в какое мы бы не пришли, все зависит и от нашего настроения.	994	1095
34889	12	Хотя в некоторых местах нашего города они сами себя находят, эти минусы...	1096	1170
34889	13	Здесь объективно - отличное место.	1171	1205
34956	0	На днях, в командировку, приезжали коллеги по работе и мы, вчетвером, забрели в этот замечательный ресторанчик на Каменоостровском.	0	131
34956	1	Кушали достаточно много, очень понравилась кухня.	132	181
34956	2	Я лично заказывал котлетки из лосося с пюре и канадский ролл.	182	243
34956	3	В общем, это не первое мое посещение данного заведения, и котлетки и роллы здесь я уже пробовал, но на этот раз, приготовлены они были по-другому, вкуснее и сочнее, как мне показалось.	244	428
34956	4	Ролл вообще был замечательным, сравнение с ним не выдержали бы блюда из традиционных Питерских сетевых заведений японской кухни))	429	558
34956	5	Хотя, не знаю, конечно, корректно ли такое сравнение, в других местах суши как-то не часто есть приходилось.	559	667
34956	6	После вопроса официанту выяснилось, что сменился шеф-повар и меню теперь меняют.	668	748
34956	7	Расстройство принесла информация о том, что котлетки из лосося и креветок хотят убрать из меняю(.	749	846
34956	8	Коллегам.	847	856
34956	9	так же, очень понравились блюда.	857	889
34956	10	В особенности суп из двух рыб, стейк из лосося и бефстроганов с пюре.	889	958
34956	11	Интерьер тоже поменялся, но не особо изменил своему стилю, обслуживание, как и раньше осталось на достаточно неплохом уровне, в общем мы остались довольны, спасибо!	959	1123
34956	12	Я знаю, что отзывы часто просматривают администраторы выложенных ресторанов, очень большая просьба к Вам, пожалуйста не убирайте котлетки из меню!!!	1124	1272
34956	13	Спасибо!	1273	1281
35325	0	Очень приятное уютное местечко.	0	31
35325	1	Хороший ценник на блюда.	32	56
35325	2	Интерьер и сервис плотные - 9 баллов.	57	94
35325	3	Удобное место расположение, есть парковка.	95	137
35325	4	Блюда не могу сказать, что понравились все, но некоторые очень достойные.	138	211
35325	5	Единственный недостаток этого места, это кол-во людей в выходные дни и то, как справляются с этим потоком официанты и повара.	212	337
35325	6	Надеюсь, что все таки они решат эту проблему- долгого обслуживания, но в целом, нам очень нравится это место и мы всем рекомендуем его, особенно в будние дни!!!!)	338	500
35486	0	Я редко пишу отрицательные отзывы, но в данном случае просто считаю это делом принципа.	0	87
35486	1	Зашли с другом в воскременье вечером.	88	125
35486	2	Скажем так, такого отвратительного впечатления от посещения ресторана/паба у меня давное не было.	126	223
35486	3	Встретила и обслуживала нас откровенно хамоватая официантка.	224	284
35486	4	Половина блюд из меню в наличии не было.	285	325
35486	5	На вопрос почему так официантка ответила с вызовом, что вчера все было, а сегодня закончилось.	326	420
35486	6	Я заказал сырные палочки.	421	446
35486	7	Ждали мы их, ждали, пришла офицантка и сообщила что она их уронила на пол, и что это были последние палочки и вообщем палочек не будет.	447	582
